chr	coord	gene_name	refseqID	rel_location	utr5_st	utr5_end	cds_st	cds_end	utr3_st	utr3_end	utr5_size	cds_size	utr3_size
chr14	20784446	CCNB1IP1	ENST00000398169.3	1.284173	853	237	236	-597	-598	-777	616	833	179
chr14	20825578	PARP2	ENST00000527915.1	1.934211	1495	1491	1490	-105	-106	-484	4	1595	378
chr14	20825898	PARP2	ENST00000527915.1	2.567282	1815	1811	1810	215	214	-164	4	1595	378
chr14	20917408	OSGEP	ENST00000555656.1	0.808226	1630	-387	-388	-798	-799	-1627	2017	410	828
chr14	20925366	APEX1	ENST00000216714.3	1.685475	923	656	655	-301	-302	-560	267	956	258
chr14	20925512	APEX1	ENST00000216714.3	1.838036	1069	802	801	-155	-156	-414	267	956	258
chr14	20925586	APEX1	ENST00000216714.3	1.915361	1143	876	875	-81	-82	-340	267	956	258
chr14	20925882	APEX1	ENST00000216714.3	2.830116	1439	1172	1171	215	214	-44	267	956	258
chr14	20945087	PNP	ENST00000361505.5	2.663286	1342	1197	1196	327	326	-166	145	869	492
chr14	20945179	PNP	ENST00000361505.5	2.849899	1434	1289	1288	419	418	-74	145	869	492
chr14	21702355	HNRNPC	ENST00000430246.2	0.999322	2949	-2	-3	-884	-885	-1551	2951	881	666
chr14	21820762	SUPT16H	ENST00000216297.2	2.058285	3552	3214	3213	70	69	-1131	338	3143	1200
chr14	21854058	CHD8	ENST00000399982.2	1.963078	7524	7460	7459	-286	-287	-704	64	7745	417
chr14	21861977	CHD8	ENST00000399982.2	1.771624	6041	5977	5976	-1769	-1770	-2187	64	7745	417
chr14	21961337	TOX4	ENST00000405508.1	1.837085	1837	1562	1561	-304	-305	-2859	275	1865	2554
chr14	23033983	DAD1	ENST00000250498.4	2.357401	552	441	440	99	98	-178	111	341	276
chr14	23044016	DAD1	ENST00000250498.4	1.961988	440	329	328	-13	-14	-290	111	341	276
chr14	23058130	DAD1	ENST00000250498.4	0.410714	45	-66	-67	-408	-409	-685	111	341	276
chr14	23299402	MRPL52	ENST00000355151.5	1.258065	125	96	95	-276	-277	-992	29	371	715
chr14	23344876	LRP10	ENST00000359591.4	1.335668	1409	719	718	-1423	-1424	-5476	690	2141	4052
chr14	23370579	RBM23	ENST00000359890.3	2.331797	1875	1680	1679	360	359	-725	195	1319	1084
chr14	23389833	PRMT5	ENST00000324366.8	2.712468	2417	2194	2193	280	279	-113	223	1913	392
chr14	23389869	PRMT5	ENST00000324366.8	2.620865	2381	2158	2157	244	243	-149	223	1913	392
chr14	23495241	PSMB5	ENST00000361611.6	2.239496	1112	849	848	57	56	-181	263	791	237
chr14	23528167	ACIN1	ENST00000262710.1	2.327022	4543	4216	4215	190	189	-391	327	4025	580
chr14	23531653	ACIN1	ENST00000262710.1	1.779185	3464	3137	3136	-889	-890	-1470	327	4025	580
chr14	23567670	C14orf119	ENST00000319074.4	2.160000	1658	803	802	380	379	-1995	855	422	2374
chr14	23793471	BCL2L2-PABPN1	ENST00000557008.1	1.933134	1255	935	934	-67	-68	-110	320	1001	42
chr14	23793471	PABPN1	ENST00000397276.2	1.958474	866	854	853	-37	-38	-1901	12	890	1863
chr14	23794627	PABPN1	ENST00000397276.2	2.600322	2022	2010	2009	1119	1118	-745	12	890	1863
chr14	23794747	PABPN1	ENST00000397276.2	2.664700	2142	2130	2129	1239	1238	-625	12	890	1863
chr14	23794749	PABPN1	ENST00000397276.2	2.665773	2144	2132	2131	1241	1240	-623	12	890	1863
chr14	24592756	DCAF11	ENST00000446197.3	2.123252	2605	1879	1878	238	237	-1693	726	1640	1930
chr14	24608085	PSME1	ENST00000382708.3	2.725000	1047	985	984	232	231	-88	62	752	319
chr14	24649550	IPO4	ENST00000354464.6	2.439462	3520	3344	3343	98	97	-125	176	3245	222
chr14	24651315	IPO4	ENST00000354464.6	1.817314	2829	2653	2652	-593	-594	-816	176	3245	222
chr14	24662347	TM9SF1	ENST00000556387.1	1.449755	1134	1101	1100	-1347	-1348	-1605	33	2447	257
chr14	24683295	MDP1	ENST00000288087.7	1.877589	577	466	465	-65	-66	-152	111	530	86
chr14	24686262	NEDD8	ENST00000250495.5	2.258182	503	317	316	71	70	-204	186	245	274
chr14	24686329	NEDD8	ENST00000250495.5	2.014545	436	250	249	4	3	-271	186	245	274
chr14	24708125	GMPR2	ENST00000557854.1	2.303879	1701	1425	1424	141	140	-323	276	1283	463
chr14	24709686	TINF2	ENST00000399423.4	1.938967	1330	1000	999	-65	-66	-837	330	1064	771
chr14	24785699	LTB4R	ENST00000396789.4	1.795090	2566	842	841	-217	-218	-1543	1724	1058	1325
chr14	24907491	KHNYN	ENST00000251343.5	2.246975	3175	3037	3036	1000	999	-3049	138	2036	4048
chr14	24909106	SDR39U1	ENST00000554698.1	2.614094	1248	741	740	183	182	-115	507	557	297
chr14	29237764	FOXG1	ENST00000382535.3	1.870068	1647	1279	1278	-191	-192	-1106	368	1469	914
chr14	31086504	G2E3	ENST00000206595.6	2.216492	3038	2885	2884	764	763	-2765	153	2120	3528
chr14	31144220	SCFD1	ENST00000458591.2	1.617418	1417	1191	1190	-738	-739	-941	226	1928	202
chr14	31164030	SCFD1	ENST00000458591.2	1.670814	1520	1294	1293	-635	-636	-838	226	1928	202
chr14	31355243	COCH	ENST00000460581.2	1.657555	1411	866	865	-451	-452	-1276	545	1316	824
chr14	31570106	HECTD1	ENST00000399332.1	2.036946	8351	7863	7862	30	29	-782	488	7832	811
chr14	32560270	ARHGAP5	ENST00000345122.3	1.087603	709	395	394	-4114	-4115	-8894	314	4508	4779
chr14	32560719	ARHGAP5	ENST00000345122.3	1.187181	1158	844	843	-3665	-3666	-8445	314	4508	4779
chr14	32563034	ARHGAP5	ENST00000345122.3	1.700599	3473	3159	3158	-1350	-1351	-6130	314	4508	4779
chr14	32563095	ARHGAP5	ENST00000345122.3	1.714127	3534	3220	3219	-1289	-1290	-6069	314	4508	4779
chr14	34903732	SPTSSA	ENST00000298130.4	2.279851	1039	891	890	675	674	-1737	148	215	2411
chr14	35181893	CFL2	ENST00000341223.3	2.071832	830	679	678	178	177	-2300	151	500	2477
chr14	35231275	BAZ1A	ENST00000360310.1	1.841576	4498	3931	3930	-740	-741	-1511	567	4670	770
chr14	35245414	BAZ1A	ENST00000360310.1	1.544637	3111	2544	2543	-2127	-2128	-2898	567	4670	770
chr14	35245517	BAZ1A	ENST00000360310.1	1.522586	3008	2441	2440	-2230	-2231	-3001	567	4670	770
chr14	35245522	BAZ1A	ENST00000360310.1	1.521516	3003	2436	2435	-2235	-2236	-3006	567	4670	770
chr14	35554780	PPP2R3C	ENST00000261475.5	2.130081	1731	1378	1377	16	15	-107	353	1361	122
chr14	35778147	KIAA0391	ENST00000557565.1	2.588167	3146	2766	2765	1014	1013	-710	380	1751	1723
chr14	35778147	PSMA6	ENST00000261479.4	1.268556	318	199	198	-542	-543	-710	119	740	167
chr14	37641983	SLC25A21-AS1	ENST00000556667.1	2.101739	890	393	392	117	116	-1033	497	275	1149
chr14	38060561	FOXA1	ENST00000250448.2	2.006517	1489	1428	1427	9	8	-1372	61	1418	1380
chr14	39502124	SEC23A	ENST00000537403.1	2.241667	3213	2011	2010	319	318	-1001	1202	1691	1319
chr14	39648545	PNN	ENST00000216832.4	1.311978	738	672	671	-1482	-1483	-2837	66	2153	1354
chr14	39649877	PNN	ENST00000216832.4	1.447539	1030	964	963	-1190	-1191	-2545	66	2153	1354
chr14	39651054	PNN	ENST00000216832.4	1.993965	2207	2141	2140	-13	-14	-1368	66	2153	1354
chr14	45398000	KLHL28	ENST00000396128.4	2.049055	2066	1947	1946	231	230	-4478	119	1715	4708
chr14	45403562	KLHL28	ENST00000396128.4	1.640443	1218	1099	1098	-617	-618	-5326	119	1715	4708
chr14	45581570	PRPF39	ENST00000355765.6	1.806965	1791	1622	1621	-388	-389	-1076	169	2009	687
chr14	45585321	FKBP3	ENST00000216330.3	2.133779	1165	755	754	80	79	-518	410	674	597
chr14	45665449	FANCM	ENST00000267430.5	1.880918	5499	5415	5414	-732	-733	-1611	84	6146	878
chr14	45693571	MIS18BP1	ENST00000310806.4	1.652839	2677	2219	2218	-1180	-1181	-2099	458	3398	918
chr14	50081083	LRR1	ENST00000298288.6	1.894779	1437	1114	1113	-131	-132	-307	323	1244	175
chr14	50085501	RPL36AL	ENST00000298289.6	2.003774	481	322	321	1	0	-264	159	320	264
chr14	50085669	RPL36AL	ENST00000298289.6	1.479751	313	154	153	-167	-168	-432	159	320	264
chr14	50087617	MGAT2	ENST00000305386.2	0.259036	128	-369	-370	-1713	-1714	-2581	497	1343	867
chr14	50088240	MGAT2	ENST00000305386.2	1.188988	751	254	253	-1090	-1091	-1958	497	1343	867
chr14	50088561	MGAT2	ENST00000305386.2	1.427827	1072	575	574	-769	-770	-1637	497	1343	867
chr14	50088993	MGAT2	ENST00000305386.2	1.749256	1504	1007	1006	-337	-338	-1205	497	1343	867
chr14	50089046	MGAT2	ENST00000305386.2	1.788690	1557	1060	1059	-284	-285	-1152	497	1343	867
chr14	50089437	MGAT2	ENST00000305386.2	2.123272	1948	1451	1450	107	106	-761	497	1343	867
chr14	50092468	DNAAF2	ENST00000298292.8	1.917263	2386	2306	2305	-208	-209	-576	80	2513	367
chr14	50100050	DNAAF2	ENST00000298292.8	1.723150	1898	1818	1817	-696	-697	-1064	80	2513	367
chr14	50100116	DNAAF2	ENST00000298292.8	1.696897	1832	1752	1751	-762	-763	-1130	80	2513	367
chr14	50100265	DNAAF2	ENST00000298292.8	1.637629	1683	1603	1602	-911	-912	-1279	80	2513	367
chr14	50249708	KLHDC2	ENST00000298307.5	2.155462	2118	1258	1257	37	36	-201	860	1220	237
chr14	50251216	NEMF	ENST00000298310.5	2.101695	3818	3369	3368	138	137	-1219	449	3230	1356
chr14	50360891	ARF6	ENST00000298316.5	1.827652	983	437	436	-91	-92	-599	546	527	507
chr14	50360897	ARF6	ENST00000298316.5	1.839015	989	443	442	-85	-86	-593	546	527	507
chr14	50585098	SOS2	ENST00000216373.5	1.990998	4237	3963	3962	-36	-37	-1251	274	3998	1214
chr14	51100494	SAV1	ENST00000324679.4	2.909502	2922	2559	2558	1407	1406	-140	363	1151	1546
chr14	51372075	PYGL	ENST00000216392.7	2.204678	2911	2579	2578	35	34	-136	332	2543	170
chr14	51372174	PYGL	ENST00000216392.7	1.974843	2812	2480	2479	-64	-65	-235	332	2543	170
chr14	51721173	TMX1	ENST00000457354.2	1.924081	903	779	778	-64	-65	-1586	124	842	1521
chr14	52471235	C14orf166	ENST00000261700.3	2.005556	900	736	735	1	0	-179	164	734	179
chr14	52471279	C14orf166	ENST00000261700.3	2.250000	944	780	779	45	44	-135	164	734	179
chr14	53110256	ERO1L	ENST00000395686.3	2.008758	1662	1439	1438	32	31	-3622	223	1406	3653
chr14	53124696	ERO1L	ENST00000395686.3	1.530917	970	747	746	-660	-661	-4314	223	1406	3653
chr14	54416958	BMP4	ENST00000245451.4	1.830481	1412	1019	1018	-208	-209	-504	393	1226	295
chr14	54894216	CNIH1	ENST00000216416.4	2.359909	854	751	750	316	315	-562	103	434	877
chr14	55408043	WDHD1	ENST00000360586.3	2.064961	3620	3555	3554	165	164	-2375	65	3389	2539
chr14	55510734	SOCS4	ENST00000395472.2	1.736961	1306	975	974	-348	-349	-5472	331	1322	5123
chr14	55515763	SOCS4	ENST00000395472.2	2.913544	6335	6004	6003	4681	4680	-443	331	1322	5123
chr14	55529713	MAPK1IP1L	ENST00000395468.4	1.536585	572	396	395	-342	-343	-5907	176	737	5564
chr14	55529965	MAPK1IP1L	ENST00000395468.4	1.878049	824	648	647	-90	-91	-5655	176	737	5564
chr14	55621467	DLGAP5	ENST00000247191.2	1.759937	2147	1931	1930	-610	-611	-825	216	2540	214
chr14	55621483	DLGAP5	ENST00000247191.2	1.753640	2131	1915	1914	-626	-627	-841	216	2540	214
chr14	55655769	DLGAP5	ENST00000247191.2	1.050767	345	129	128	-2412	-2413	-2627	216	2540	214
chr14	56078860	KTN1	ENST00000416613.1	1.023073	165	94	93	-3980	-3981	-4516	71	4073	535
chr14	56079014	KTN1	ENST00000416613.1	1.060874	319	248	247	-3826	-3827	-4362	71	4073	535
chr14	56763639	PELI2	ENST00000267460.4	1.806017	1303	1018	1017	-245	-246	-4605	285	1262	4359
chr14	58714486	PSMA3	ENST00000216455.4	1.052083	129	40	39	-728	-729	-840	89	767	111
chr14	58831390	ARID4A	ENST00000355431.3	1.684420	2955	2583	2582	-1191	-1192	-2935	372	3773	1743
chr14	58875631	TIMM9	ENST00000395159.2	2.224074	916	391	390	121	120	-419	525	269	539
chr14	58875688	TIMM9	ENST00000395159.2	2.118519	859	334	333	64	63	-476	525	269	539
chr14	60591165	PCNXL4	ENST00000406854.1	1.646775	2829	2276	2275	-1243	-1244	-1836	553	3518	592
chr14	60601173	PCNXL4	ENST00000406854.1	2.394604	4306	3753	3752	234	233	-359	553	3518	592
chr14	61112939	SIX1	ENST00000247182.6	2.021618	1189	917	916	62	61	-2806	272	854	2867
chr14	61113014	SIX1	ENST00000247182.6	1.984795	1114	842	841	-13	-14	-2881	272	854	2867
chr14	61113050	SIX1	ENST00000247182.6	1.942690	1078	806	805	-49	-50	-2917	272	854	2867
chr14	61113170	SIX1	ENST00000247182.6	1.802339	958	686	685	-169	-170	-3037	272	854	2867
chr14	61116047	SIX1	ENST00000247182.6	0.490842	133	-139	-140	-994	-995	-3862	272	854	2867
chr14	61180160	SIX4	ENST00000216513.4	1.985081	2370	2311	2310	-35	-36	-3914	59	2345	3878
chr14	61186616	SIX4	ENST00000216513.4	1.601449	1470	1411	1410	-935	-936	-4814	59	2345	3878
chr14	61186805	SIX4	ENST00000216513.4	1.520887	1281	1222	1221	-1124	-1125	-5003	59	2345	3878
chr14	62207879	HIF1A	ENST00000394997.1	1.832931	2333	2069	2068	-415	-416	-1588	264	2483	1172
chr14	63842514	PPP2R5E	ENST00000337537.3	2.045787	2219	1617	1616	213	212	-4439	602	1403	4651
chr14	65541921	MAX	ENST00000284165.6	2.999616	3153	3005	3004	2600	2599	-1	148	404	2600
chr14	65542757	MAX	ENST00000284165.6	2.678201	2317	2169	2168	1764	1763	-837	148	404	2600
chr14	65543166	MAX	ENST00000284165.6	2.520953	1908	1760	1759	1355	1354	-1246	148	404	2600
chr14	67648370	GPHN	ENST00000478722.1	2.826790	4146	3026	3025	716	715	-150	1120	2309	865
chr14	67807212	ATP6V1D	ENST00000216442.7	1.735215	1097	547	546	-197	-198	-747	550	743	549
chr14	68143916	RDH11	ENST00000381346.4	2.738158	2189	2079	2078	1122	1121	-398	110	956	1519
chr14	68144695	RDH11	ENST00000381346.4	2.225658	1410	1300	1299	343	342	-1177	110	956	1519
chr14	69520791	DCAF5	ENST00000341516.5	1.923294	2759	2612	2611	-217	-218	-3193	147	2828	2975
chr14	69521194	DCAF5	ENST00000341516.5	1.780841	2356	2209	2208	-620	-621	-3596	147	2828	2975
chr14	69847213	ERH	ENST00000557016.1	2.103194	750	357	356	42	41	-365	393	314	406
chr14	69865792	SLC39A9	ENST00000031146.4	0.566372	383	-294	-295	-1020	-1021	-4808	677	725	3787
chr14	70233929	SRSF5	ENST00000553521.1	0.957330	1390	-62	-63	-881	-882	-1424	1452	818	542
chr14	70238165	SRSF5	ENST00000553521.1	1.984127	2258	806	805	-13	-14	-556	1452	818	542
chr14	70238179	SRSF5	ENST00000553521.1	2.001842	2272	820	819	1	0	-542	1452	818	542
chr14	70238189	SRSF5	ENST00000553521.1	2.020258	2282	830	829	11	10	-532	1452	818	542
chr14	70238574	SRSF5	ENST00000553521.1	2.729282	2667	1215	1214	396	395	-147	1452	818	542
chr14	70793064	COX16	ENST00000389912.6	1.956386	450	307	306	-14	-15	-1266	143	320	1251
chr14	70839461	SYNJ2BP	ENST00000256366.4	2.158333	766	685	684	247	246	-1313	81	437	1559
chr14	71051577	MED6	ENST00000256379.5	1.936572	723	694	693	-47	-48	-1271	29	740	1223
chr14	71445162	PCNX	ENST00000304743.2	1.300028	2553	2108	2107	-4918	-4919	-10365	445	7025	5446
chr14	73686345	PSEN1	ENST00000324501.5	2.079055	2023	1752	1751	348	347	-4054	271	1403	4401
chr14	73686354	PSEN1	ENST00000324501.5	2.081100	2032	1761	1760	357	356	-4045	271	1403	4401
chr14	73743292	NUMB	ENST00000556772.1	1.996063	3805	1518	1517	-6	-7	-1366	2287	1523	1359
chr14	74178704	PNMA1	ENST00000316836.3	2.733164	2424	1639	1638	577	576	-210	785	1061	786
chr14	74179002	PNMA1	ENST00000316836.3	2.354511	2126	1341	1340	279	278	-508	785	1061	786
chr14	74180483	PNMA1	ENST00000316836.3	0.821883	645	-140	-141	-1202	-1203	-1989	785	1061	786
chr14	74181051	PNMA1	ENST00000316836.3	0.099237	77	-708	-709	-1770	-1771	-2557	785	1061	786
chr14	74398457	RP5-1021I20.4	ENST00000556551.2	2.801365	3170	2978	2977	2114	2113	-524	192	863	2637
chr14	74398457	ZNF410	ENST00000555044.1	2.219588	1843	1650	1649	213	212	-757	193	1436	969
chr14	74398472	RP5-1021I20.4	ENST00000556551.2	2.807051	3185	2993	2992	2129	2128	-509	192	863	2637
chr14	74398472	ZNF410	ENST00000555044.1	2.235052	1858	1665	1664	228	227	-742	193	1436	969
chr14	74398754	RP5-1021I20.4	ENST00000556551.2	2.913950	3467	3275	3274	2411	2410	-227	192	863	2637
chr14	74398754	ZNF410	ENST00000555044.1	2.525773	2140	1947	1946	510	509	-460	193	1436	969
chr14	74429743	COQ6	ENST00000334571.2	2.061103	1487	1448	1447	41	40	-630	39	1406	670
chr14	74665838	LIN52	ENST00000555028.1	2.070035	675	509	508	158	157	-2098	166	350	2255
chr14	74753425	ABCD4	ENST00000356924.4	1.950577	1874	1731	1730	-90	-91	-1128	143	1820	1037
chr14	74960514	ISCA2	ENST00000556816.1	1.079570	91	37	36	-428	-429	-2534	54	464	2105
chr14	74961603	ISCA2	ENST00000556816.1	1.784946	419	365	364	-100	-101	-2206	54	464	2105
chr14	75129011	AREL1	ENST00000356357.4	2.572123	4399	3884	3883	1412	1411	-1056	515	2471	2467
chr14	75129996	AREL1	ENST00000356357.4	2.173015	3414	2899	2898	427	426	-2041	515	2471	2467
chr14	75266254	YLPM1	ENST00000325680.7	1.660456	4377	4254	4253	-2187	-2188	-2639	123	6440	451
chr14	75408807	PGF	ENST00000555567.1	2.690367	1656	1115	1114	602	601	-270	541	512	871
chr14	75475861	EIF2B2	ENST00000266126.5	1.971591	1105	1026	1025	-30	-31	-431	79	1055	400
chr14	75601262	TMED10	ENST00000303575.4	2.095461	1037	986	985	326	325	-3089	51	659	3414
chr14	75601651	TMED10	ENST00000303575.4	1.904545	648	597	596	-63	-64	-3478	51	659	3414
chr14	75643120	TMED10	ENST00000303575.4	1.246970	214	163	162	-497	-498	-3912	51	659	3414
chr14	75643167	TMED10	ENST00000303575.4	1.175758	167	116	115	-544	-545	-3959	51	659	3414
chr14	76668250	GPATCH2L	ENST00000261530.7	2.004483	1570	1505	1504	56	55	-12436	65	1448	12491
chr14	77492280	IRF2BPL	ENST00000238647.3	1.776244	2754	1856	1855	-535	-536	-1392	898	2390	856
chr14	77492421	IRF2BPL	ENST00000238647.3	1.717273	2613	1715	1714	-676	-677	-1533	898	2390	856
chr14	77492727	IRF2BPL	ENST00000238647.3	1.589293	2307	1409	1408	-982	-983	-1839	898	2390	856
chr14	77492793	IRF2BPL	ENST00000238647.3	1.561690	2241	1343	1342	-1048	-1049	-1905	898	2390	856
chr14	77935690	AHSA1	ENST00000216479.3	2.435556	1274	1115	1114	98	97	-127	159	1016	224
chr14	81646404	GTF2A1	ENST00000553612.1	2.034165	1697	1294	1293	163	162	-4608	403	1130	4770
chr14	81646501	GTF2A1	ENST00000553612.1	2.013834	1600	1197	1196	66	65	-4705	403	1130	4770
chr14	81646511	GTF2A1	ENST00000553612.1	2.011738	1590	1187	1186	56	55	-4715	403	1130	4770
chr14	81943241	SEL1L	ENST00000336735.4	2.013830	2576	2460	2459	75	74	-5348	116	2384	5422
chr14	89078168	ZC3H14	ENST00000251038.5	2.041524	2508	2284	2283	73	72	-1685	224	2210	1757
chr14	90429820	TDP1	ENST00000335725.4	1.198139	611	362	361	-1465	-1466	-3084	249	1826	1618
chr14	90429837	TDP1	ENST00000335725.4	1.207444	628	379	378	-1448	-1449	-3067	249	1826	1618
chr14	90755127	NRDE2	ENST00000354366.3	1.741631	2824	2592	2591	-903	-904	-3003	232	3494	2099
chr14	90867671	CALM1	ENST00000356978.4	1.228889	350	103	102	-347	-348	-3891	247	449	3543
chr14	90870238	CALM1	ENST00000356978.4	1.468889	458	211	210	-239	-240	-3783	247	449	3543
chr14	90871316	CALM1	ENST00000356978.4	2.071953	952	705	704	255	254	-3289	247	449	3543
chr14	90871776	CALM1	ENST00000356978.4	2.201749	1412	1165	1164	715	714	-2829	247	449	3543
chr14	90871840	CALM1	ENST00000356978.4	2.219808	1476	1229	1228	779	778	-2765	247	449	3543
chr14	91924746	SMEK1	ENST00000554684.1	2.310976	3316	2820	2819	357	356	-791	496	2462	1147
chr14	91924795	SMEK1	ENST00000554684.1	2.268293	3267	2771	2770	308	307	-840	496	2462	1147
chr14	91924997	SMEK1	ENST00000554684.1	2.092334	3065	2569	2568	106	105	-1042	496	2462	1147
chr14	91937255	SMEK1	ENST00000554684.1	1.628096	2043	1547	1546	-916	-917	-2064	496	2462	1147
chr14	91948025	SMEK1	ENST00000554684.1	1.328867	1306	810	809	-1653	-1654	-2801	496	2462	1147
chr14	91948400	SMEK1	ENST00000554684.1	1.176614	931	435	434	-2028	-2029	-3176	496	2462	1147
chr14	91976216	SMEK1	ENST00000554684.1	0.549296	272	-224	-225	-2687	-2688	-3835	496	2462	1147
chr14	92249411	TC2N	ENST00000435962.2	2.009854	1829	1506	1505	33	32	-3316	323	1472	3348
chr14	92472085	TRIP11	ENST00000267622.4	1.376263	2608	2235	2234	-3705	-3706	-7387	373	5939	3681
chr14	92583863	NDUFB1	ENST00000329559.3	1.817610	399	260	259	-58	-59	-128	139	317	69
chr14	92588050	NDUFB1	ENST00000329559.3	1.226415	211	72	71	-246	-247	-316	139	317	69
chr14	93263871	GOLGA5	ENST00000163416.2	1.040528	344	89	88	-2107	-2108	-2624	255	2195	516
chr14	93652786	TMEM251	ENST00000415050.2	1.549020	654	280	279	-230	-231	-648	374	509	417
chr14	94526630	DDX24	ENST00000330836.5	1.669380	1858	1727	1726	-853	-854	-1122	131	2579	268
chr14	94528516	DDX24	ENST00000330836.5	1.453488	1301	1170	1169	-1410	-1411	-1679	131	2579	268
chr14	94545963	DDX24	ENST00000330836.5	1.048837	257	126	125	-2454	-2455	-2723	131	2579	268
chr14	96001701	GLRX5	ENST00000331334.4	1.580169	771	275	274	-199	-200	-792	496	473	592
chr14	96010511	GLRX5	ENST00000331334.4	2.082631	1019	523	522	49	48	-544	496	473	592
chr14	96010647	GLRX5	ENST00000331334.4	2.311973	1155	659	658	185	184	-408	496	473	592
chr14	96752078	ATG2B	ENST00000359933.4	2.003113	7144	6251	6250	14	13	-4483	893	6236	4496
chr14	96851988	GSKIP	ENST00000556095.1	1.921429	2198	387	386	-33	-34	-1635	1811	419	1601
chr14	96852012	GSKIP	ENST00000556095.1	1.978571	2222	411	410	-9	-10	-1611	1811	419	1601
chr14	97031473	PAPOLA	ENST00000216277.8	2.041727	2543	2324	2323	86	85	-1975	219	2237	2060
chr14	99865140	SETD3	ENST00000331768.5	1.930532	1820	1661	1660	-124	-125	-1057	159	1784	932
chr14	99981456	CCDC85C	ENST00000380243.4	2.031910	1453	1387	1386	127	126	-3853	66	1259	3979
chr14	99981468	CCDC85C	ENST00000380243.4	2.028894	1441	1375	1374	115	114	-3865	66	1259	3979
chr14	99981560	CCDC85C	ENST00000380243.4	2.005779	1349	1283	1282	23	22	-3957	66	1259	3979
chr14	99981566	CCDC85C	ENST00000380243.4	2.004271	1343	1277	1276	17	16	-3963	66	1259	3979
chr14	100728667	YY1	ENST00000262238.4	1.567068	965	706	705	-539	-540	-5731	259	1244	5191
chr14	100728681	YY1	ENST00000262238.4	1.578313	979	720	719	-525	-526	-5717	259	1244	5191
chr14	100743908	YY1	ENST00000262238.4	1.976707	1475	1216	1215	-29	-30	-5221	259	1244	5191
chr14	100744067	YY1	ENST00000262238.4	2.025039	1634	1375	1374	130	129	-5062	259	1244	5191
chr14	100744119	YY1	ENST00000262238.4	2.035054	1686	1427	1426	182	181	-5010	259	1244	5191
chr14	100744227	YY1	ENST00000262238.4	2.055855	1794	1535	1534	290	289	-4902	259	1244	5191
chr14	100744981	YY1	ENST00000262238.4	2.201079	2548	2289	2288	1044	1043	-4148	259	1244	5191
chr14	100757960	SLC25A29	ENST00000554912.1	2.565553	4661	1374	1373	660	659	-507	3287	713	1166
chr14	102452664	DYNC1H1	ENST00000360184.4	1.150778	2265	2102	2101	-11839	-11840	-12067	163	13940	227
chr14	102516901	DYNC1H1	ENST00000360184.4	2.004386	14105	13942	13941	1	0	-227	163	13940	227
chr14	102547624	HSP90AA1	ENST00000334701.7	2.641026	3271	2990	2989	425	424	-238	281	2564	662
chr14	102548016	HSP90AA1	ENST00000334701.7	2.049774	2879	2598	2597	33	32	-630	281	2564	662
chr14	102548053	HSP90AA1	ENST00000334701.7	1.998441	2842	2561	2560	-4	-5	-667	281	2564	662
chr14	102548532	HSP90AA1	ENST00000334701.7	1.924366	2652	2371	2370	-194	-195	-857	281	2564	662
chr14	102548757	HSP90AA1	ENST00000334701.7	1.836647	2427	2146	2145	-419	-420	-1082	281	2564	662
chr14	102550014	HSP90AA1	ENST00000334701.7	1.670955	2002	1721	1720	-844	-845	-1507	281	2564	662
chr14	102550190	HSP90AA1	ENST00000334701.7	1.640936	1925	1644	1643	-921	-922	-1584	281	2564	662
chr14	102550195	HSP90AA1	ENST00000334701.7	1.638986	1920	1639	1638	-926	-927	-1589	281	2564	662
chr14	102551043	HSP90AA1	ENST00000334701.7	1.515400	1603	1322	1321	-1243	-1244	-1906	281	2564	662
chr14	102552362	HSP90AA1	ENST00000334701.7	1.244834	909	628	627	-1937	-1938	-2600	281	2564	662
chr14	102552376	HSP90AA1	ENST00000334701.7	1.239376	895	614	613	-1951	-1952	-2614	281	2564	662
chr14	102552454	HSP90AA1	ENST00000334701.7	1.208967	817	536	535	-2029	-2030	-2692	281	2564	662
chr14	102552661	HSP90AA1	ENST00000334701.7	1.164133	702	421	420	-2144	-2145	-2807	281	2564	662
chr14	102793014	ZNF839	ENST00000262236.5	1.259214	987	633	632	-1809	-1810	-2337	354	2441	527
chr14	102973292	ANKRD9	ENST00000286918.4	1.980084	1531	935	934	-19	-20	-113	596	953	93
chr14	103807352	EIF5	ENST00000216554.3	1.971451	1934	1259	1258	-37	-38	-4010	675	1295	3972
chr14	103986022	CKB	ENST00000348956.2	2.873171	1682	1325	1324	179	178	-26	357	1145	204
chr14	103986077	CKB	ENST00000348956.2	2.604878	1627	1270	1269	124	123	-81	357	1145	204
chr14	103986086	CKB	ENST00000348956.2	2.560976	1618	1261	1260	115	114	-90	357	1145	204
chr14	103986161	CKB	ENST00000348956.2	2.195122	1543	1186	1185	40	39	-165	357	1145	204
chr14	103986283	CKB	ENST00000348956.2	1.928447	1421	1064	1063	-82	-83	-287	357	1145	204
chr14	103986370	CKB	ENST00000348956.2	1.852531	1334	977	976	-169	-170	-374	357	1145	204
chr14	103986623	CKB	ENST00000348956.2	1.700698	1160	803	802	-343	-344	-548	357	1145	204
chr14	103986921	CKB	ENST00000348956.2	1.577661	1019	662	661	-484	-485	-689	357	1145	204
chr14	103988277	CKB	ENST00000348956.2	1.313264	716	359	358	-787	-788	-992	357	1145	204
chr14	103988391	CKB	ENST00000348956.2	1.276614	674	317	316	-829	-830	-1034	357	1145	204
